facility_id,canonical_name,latest_year_present,responsible_emitter,anzsic,state,years_present,n_years,min_match_confidence,needs_review,latitude,longitude,geocode_confidence,name_2024-25,name_2023-24,name_2022-23,name_2021-22,name_2020-21,geocode_matched_place
F0078,Gruyere Mine Site,2024-25,Gruyere Mining Company Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.9942376844185,123.861345437732,not found,Gruyere Mine Site,Gruyere Mine Site,Gruyere Mine Site,Gruyere Mine Site,Gruyere Mine Site,
F0237,Gudai-Darri Mine,2023-24,Mount Bruce Mining Pty Ltd,Metal ore mining (080),WA,"2023-24,2022-23",2,100.0,False,-22.5419792,119.0330425,likely,,Gudai-Darri Mine,Gudai-Darri Mine,,,"Gudai-Darri Mine, Newman, Western Australia, Australia"
F0083,HVY01 Hunter Valley Energy Coal - CCL Facility,2024-25,Hunter Valley Energy Coal Pty Ltd,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.3226228573362,150.865013684703,not found,HVY01 Hunter Valley Energy Coal - CCL Facility,HVY01 Hunter Valley Energy Coal - CCL Facility,HVY01 Hunter Valley Energy Coal - CCL Facility,HVY01 Hunter Valley Energy Coal - CCL Facility,HVY01 Hunter Valley Energy Coal - CCL Facility,
F0079,Hail Creek Mine,2024-25,HAIL CREEK COAL PTY LTD,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-21.4790823,148.3952595,likely,Hail Creek Mine,Hail Creek Mine,Hail Creek Mine,Hail Creek Mine,Hail Creek Mine,"Hail Creek Mine, Hail Creek, Queensland, 4742, Australia"
F0080,Hope Downs 1 Mine,2024-25,Hamersley HMS Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.9671619,119.1254234,possible,Hope Downs 1 Mine,Hope Downs 1 Mine,Hope Downs 1 Mine,Hope Downs 1 Mine,Hope Downs 1 Mine,"Hope Downs Access Road, Hope Downs Mine, Newman, Western Australia, 6753, Australia"
F0081,Hope Downs 4 Mine,2024-25,Hamersley HMS Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.1453703,119.5312925,likely,Hope Downs 4 Mine,Hope Downs 4 Mine,Hope Downs 4 Mine,Hope Downs 4 Mine,Hope Downs 4 Mine,"Hope Downs 4 Mine, Newman, Western Australia, Australia"
F0082,Hunter Valley Operations mine,2024-25,HV OPERATIONS PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.4981270313652,150.989322609264,not found,Hunter Valley Operations mine,Hunter Valley Operations mine,Hunter Valley Operations mine,Hunter Valley Operations mine,Hunter Valley Operations mine,
F0285,Huntly Mine,2020-21,ALCOA OF AUSTRALIA LIMITED,,WA,2020-21,1,100.0,False,-32.5825922304047,116.069224029777,not found,,,,,Huntly Mine,
F0084,InfraBuild Steel - Laverton Steel Mill,2024-25,THE AUSTRALIAN STEEL COMPANY (OPERATIONS) PTY LTD,Basic ferrous metal manufacturing (211),VIC,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-37.8287652533304,144.79103108218,not found,InfraBuild Steel - Laverton Steel Mill,InfraBuild Steel Laverton Steel Mill,InfraBuild Steel Laverton Steel Mill,InfraBuild Steel Laverton Steel Mill,Liberty OneSteel Laverton Steel Mill,
F0085,Integra Underground Mine,2024-25,HV Coking Coal Pty Limited,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.4647402823791,151.130565586334,not found,Integra Underground Mine,Integra Underground Mine,Integra Underground Mine,Integra Underground Mine,Integra Underground Mine,
F0086,Iron Bridge Mine,2024-25,IB Operations Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24",2,100.0,False,-21.2882814,118.8840249,possible,Iron Bridge Mine,Iron Bridge Mine,,,,"Iron Bridge Mine Airport, Airport Access Road, Marble Bar, Western Australia, 6760, Australia"
F0238,Ironbark No. 1,2023-24,FITZROY (CQ) PTY LTD,Coal mining (060),QLD,2023-24,1,100.0,False,-27.5548945,152.6698609,possible,,Ironbark No. 1,,,,"Ironbark, Brisbane, Queensland, Australia"
F0259,Isaac Plains Coal Mine,2022-23,STANMORE IP COAL PTY LTD,,QLD,2022-23,1,100.0,False,-21.9664863,148.128852,likely,,,Isaac Plains Coal Mine,,,"Isaac Plains Coal Mine, Moranbah, Queensland, Australia"
F0087,Isaac Plains Complex,2024-25,STANMORE RESOURCES LIMITED,Coal mining (060),QLD,"2024-25,2023-24",2,100.0,False,-21.9895659931403,148.121443180303,not found,Isaac Plains Complex,Isaac Plains Complex,,,,
F0090,JGN,2024-25,Jemena Gas Networks (NSW) Ltd,Gas supply (270),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.8720337862747,151.208389551314,not found,JGN,JGN,JGN,JGN,JGN,
F0088,Jax Mine,2024-25,Jax Coal Pty Ltd,Coal mining (060),QLD,"2024-25,2023-24,2022-23",3,100.0,False,-20.7117801,147.8614192,likely,Jax Mine,Jax Mine,Jax Mine,,,"Jax Mine, Springlands, Queensland, 4804, Australia"
F0089,Jellinbah Mine,2024-25,JELLINBAH MINING PTY LTD,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.3902673,148.9533814,likely,Jellinbah Mine,Jellinbah Mine,Jellinbah Mine,Jellinbah Mine,Jellinbah Mine,"Jellinbah Mine, Bluff, Queensland, 4702, Australia"
F0091,Jimblebar Mine,2024-25,BHP IRON ORE PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.3811161,120.121403,likely,Jimblebar Mine,Jimblebar Mine,Jimblebar Mine,Jimblebar Mine,Jimblebar Mine,"Jimblebar Mine, Newman, Western Australia, Australia"
F0092,Jundee Gold Mine,2024-25,NORTHERN STAR RESOURCES LIMITED,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,98.27586206896552,False,-26.3586370402444,120.619892528625,not found,Jundee Gold Mine,Jundee Gold Mine,Jundee Gold Mine,Jundee Gold Mine,Jundee Gold Mine,
F0093,Karlawinda Gold Project,2024-25,Capricorn Metals Limited,Metal ore mining (080),WA,2024-25,1,100.0,False,-23.766903032488,120.10598937326,not found,Karlawinda Gold Project,,,,,
F0094,Kemerton Silicon Smelter,2024-25,SIMCOA OPERATIONS PTY. LTD.,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-33.2180067234522,115.747137584414,not found,Kemerton Silicon Smelter,Kemerton Silicon Smelter,Kemerton Silicon Smelter,Kemerton Silicon Smelter,,
F0239,Kestrel Coal Pty Ltd,2023-24,Kestrel Coal Group Pty Ltd,Coal mining (060),QLD,"2023-24,2022-23,2021-22,2020-21",4,100.0,False,-23.23502,148.361592,likely,,Kestrel Coal Pty Ltd,Kestrel Coal Pty Ltd,Kestrel Coal Pty Ltd,Kestrel Coal Pty Ltd,"Kestrel Coal, Crinum, Queensland, 4723, Australia"
F0095,Kestrel Mine,2024-25,Kestrel Coal Group Pty Ltd,Coal mining (060),QLD,2024-25,1,100.0,False,-23.2349939003708,148.366488326954,not found,Kestrel Mine,,,,,
F0096,King of the Hills,2024-25,GREENSTONE RESOURCES (WA) PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23",3,100.0,False,-28.6829498959745,121.167566634232,not found,King of the Hills,King of the Hills,King of the Hills,,,
F0240,Kogan Creek Mine,2023-24,GOLDING CONTRACTORS PTY LTD,Coal mining (060),QLD,2023-24,1,100.0,False,-26.9344077,150.7862,likely,,Kogan Creek Mine,,,,"Kogan Creek Coal Mine, Brigalow, Queensland, 4412, Australia"
F0097,Koodaideri Mine,2024-25,Mount Bruce Mining Pty Ltd,Metal ore mining (080),WA,2024-25,1,100.0,False,-22.5419792,119.0330425,likely,Koodaideri Mine,,,,,"Gudai-Darri Mine, Newman, Western Australia, Australia"
F0241,Koolyanobbing Iron Ore Operations,2023-24,Yilgarn Iron Pty Ltd,Metal ore mining (080),WA,"2023-24,2021-22,2020-21",3,100.0,False,-30.8434413866815,119.538679264934,not found,,Koolyanobbing Iron Ore Operations,,Koolyanobbing Iron Ore Operations,Koolyanobbing Iron Ore Operations,
F0098,Kooragang Island,2024-25,ORICA AUSTRALIA PTY LTD,Other basic chemical product manufacturing (189),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.8672967,151.7462652,possible,Kooragang Island,Kooragang Island,Kooragang Island,Kooragang Island,Kooragang Island,"Kooragang Island, Hexham, Newcastle-Maitland, New South Wales, 2322, Australia"
F0099,Kwinana Alumina Refinery,2024-25,Alcoa of Australia Limited,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.1897479,115.7781323,likely,Kwinana Alumina Refinery,Kwinana Alumina Refinery,Kwinana Alumina Refinery,Kwinana Alumina Refinery,Kwinana Alumina Refinery,"Kwinana Alumina Refinery, Naval Base, Western Australia, Australia"
F0100,Kwinana Pigment Plant,2024-25,Tronox Management Pty Ltd,Basic chemical manufacturing (181),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.2274997285339,115.775649823644,not found,Kwinana Pigment Plant,Kwinana Pigment Plant,Kwinana Pigment Plant,Kwinana Pigment Plant,Kwinana Pigment Plant,
F0280,Kwinana Refinery,2020-21,BP REFINERY (KWINANA) PROPRIETARY LIMITED,,WA,2020-21,1,100.0,False,-32.2509265,115.7664763,likely,,,,,Kwinana Refinery,"Kwinana Nickel Refinery, East Rockingham, Western Australia, Australia"
F0101,Lake Vermont Mine,2024-25,THIESS PTY LTD,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.4430886,148.4193349,likely,Lake Vermont Mine,Lake Vermont Mine,Lake Vermont Mine,Lake Vermont Mine,Lake Vermont Mine,"Lake Vermont Mine, Dysart, Queensland, 4745, Australia"
F0283,Lang Lang,2020-21,BEACH ENERGY (OPERATIONS) LIMITED,,VIC,2020-21,1,100.0,False,-38.2660405,145.5627778,possible,,,,,Lang Lang,"Lang Lang, Victoria, 3984, Australia"
F0102,Leinster Power Station,2024-25,TEC DESERT PTY LTD,Electricity generation (261),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.813803,120.698723,not found,Leinster Power Station,Leinster Power Station,Leinster Power Station,Leinster Power Station,Leinster Power Station,
F0103,Liberty Bell Bay,2024-25,Liberty Bell Bay Pty Ltd,Basic ferrous metal manufacturing (211),TAS,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-41.1301479431706,146.856105138688,not found,Liberty Bell Bay,Liberty Bell Bay,Liberty Bell Bay,Liberty Bell Bay,TEM01,
F0104,Liberty Primary Steel Whyalla Steelworks,2024-25,ONESTEEL MANUFACTURING PTY LIMITED,Basic ferrous metal manufacturing (211),SA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.0088390669829,137.576252317386,not found,Liberty Primary Steel Whyalla Steelworks,Liberty Primary Steel Whyalla Steelworks,Liberty Primary Steel Whyalla Steelworks,Liberty Primary Steel Whyalla Steelworks,Liberty Primary Steel Whyalla Steelworks,
F0260,Liddell Coal Mine,2022-23,LIDDELL COAL OPERATIONS PTY. LIMITED,,NSW,"2022-23,2021-22,2020-21",3,100.0,False,-32.3873345,151.0138341,likely,,,Liddell Coal Mine,Liddell Coal Mine,Liddell Coal Mine,"Liddell Coal Mine, Muswellbrook, New South Wales, Australia"
F0105,Macedon,2024-25,WOODSIDE ENERGY GLOBAL PTY LTD,Oil and gas extraction (070),WA,2024-25,1,100.0,False,-31.9866889,115.5570194,possible,Macedon,,,,,"Macedon, Gabbi Karniny Bidi, Rottnest Island, Western Australia, 6161, Australia"
F0106,Mandalong Mine,2024-25,CENTENNIAL MANDALONG PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.0581576,151.5009115,likely,Mandalong Mine,Mandalong Mine,Mandalong Mine,Mandalong Mine,Mandalong Mine,"Mandalong Mine - Cooranbong/Eraring pit head, Dora Creek, New South Wales, Australia"
F0107,Mangoola,2024-25,MANGOOLA COAL OPERATIONS PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-32.3318,150.7179,possible,Mangoola,Mangoola,Mangoola,Mangoola,,"Mangoola, New South Wales, Australia"
F0108,Marandoo Mine,2024-25,Hamersley Iron Pty. Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.6433221,118.1376232,likely,Marandoo Mine,Marandoo Mine,Marandoo Mine,Marandoo Mine,Marandoo Mine,"Marandoo Mine, Karijini, Western Australia, 6751, Australia"
F0109,Maules Creek Open Cut Mine,2024-25,MAULES CREEK COAL PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-30.5564125292409,150.11820611332,not found,Maules Creek Open Cut Mine,Maules Creek Open Cut Mine,Maules Creek Open Cut Mine,Maules Creek Open Cut Mine,Maules Creek Open Cut Mine,
F0110,McArthur River Mine Operations,2024-25,MCARTHUR RIVER MINING PTY. LTD.,Metal ore mining (080),NT,"2024-25,2023-24,2022-23,2020-21",4,100.0,False,-16.4342280038304,136.090792738751,not found,McArthur River Mine Operations,McArthur River Mine Operations,McArthur River Mine Operations,,McArthur River Mine Operations,
F0111,McArthur River Power Station,2024-25,EDL NGD (NT) Pty Ltd,Electricity generation (261),NT,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-16.435044,136.093537,not found,McArthur River Power Station,McArthur River Power Station,McArthur River Power Station,McArthur River Power Station,McArthur River Power Station,
F0242,Mesa A Mine,2023-24,Robe River Mining Co. Pty. Ltd.,Metal ore mining (080),WA,"2023-24,2022-23,2021-22,2020-21",4,100.0,False,-21.6811004371787,115.863872632161,not found,,Mesa A Mine,Mesa A Mine,Mesa A Mine,Mesa A Mine,
F0243,Mesa J / K Mine,2023-24,Robe River Mining Co. Pty. Ltd.,Metal ore mining (080),WA,2023-24,1,100.0,False,-21.7504323922771,116.241885045913,not found,,Mesa J / K Mine,,,,
F0112,Metropolitan Colliery,2024-25,METROPOLITAN COLLIERIES PTY. LTD.,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-34.186935,150.9961721,likely,Metropolitan Colliery,Metropolitan Colliery,Metropolitan Colliery,Metropolitan Colliery,Metropolitan Colliery,"Metropolitan Colliery, Helensburgh, New South Wales, 2508, Australia"
F0113,Middlemount Coal Mine,2024-25,Middlemount Coal Pty Ltd,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.8813177312072,148.63859694212,not found,Middlemount Coal Mine,Middlemount Coal Mine,Middlemount Coal Mine,Middlemount Coal Mine,Middlemount Coal Mine,
F0244,Millicent Mill,2023-24,Kimberly-Clark Australia Pty. Limited,Converted paper product manufacturing (152),SA,"2023-24,2022-23,2021-22",3,100.0,False,-37.6731283,140.4285105,likely,,Millicent Mill,Millicent Mill,Millicent Mill,,"Millicent Mill, Glens Lane, Tantanoola, South Australia, 5280, Australia"
F0245,Mobil Altona Refinery,2023-24,MOBIL OIL AUSTRALIA PTY LTD,Petroleum and coal product manufacturing (170),VIC,"2023-24,2022-23,2021-22,2020-21",4,93.85245901639344,True,-37.8502814870256,144.848218711328,not found,,Mobil Altona Refinery,Mobil Altona Refinery,Mobil Altona Refinery,Mobil Altona Refinery,
F0114,Montara Operations,2024-25,JADESTONE ENERGY (EAGLE) PTY LTD,Oil and gas extraction (070),NT,"2024-25,2023-24,2021-22,2020-21",4,100.0,False,-13.031104,125.613999,not found,Montara Operations,Montara Operations,,Montara Operations,Montara Operations,
F0115,Moolarben Coal Mine (Open Cut & Underground),2024-25,MOOLARBEN COAL OPERATIONS PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.281262889226,149.763932556882,not found,Moolarben Coal Mine (Open Cut & Underground),Moolarben Coal Mine (Open Cut & Underground),Moolarben Coal Mine (Open Cut & Underground),Moolarben Coal Mine (Open Cut & Underground),Moolarben Coal Mine (Open Cut & Underground),
F0116,Moomba Plant,2024-25,Santos Limited,Oil and gas extraction (070),SA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-28.1117145693963,140.206957729636,not found,Moomba Plant,Moomba Plant,Moomba Plant,Moomba Plant,Moomba Plant,
F0117,Moorvale Coal Mine,2024-25,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-21.9707885800173,148.369021326327,not found,Moorvale Coal Mine,Moorvale Coal Mine,Moorvale Coal Mine,Moorvale Coal Mine,Moorvale Coal Mine,
F0246,Moranbah,2023-24,Incitec Pivot Limited,Other basic chemical product manufacturing (189),QLD,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-22.0030414,148.0432658,possible,Moranbah,Moranbah,Moranbah,Moranbah,Moranbah,"Moranbah, Queensland, 4744, Australia"
F0119,Moranbah North Mine,2024-25,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-21.8706251,147.9633543,possible,Moranbah North Mine,Moranbah North Mine,Moranbah North Mine,Moranbah North Mine,Moranbah North Mine,"Moranbah North, Moranbah North Mine Access Road, Moranbah North Coal Mine (Underground), Moranbah, Queensland, 4744, Australia"
F0120,Mount Isa Mines Copper and Zinc Operations,2024-25,MOUNT ISA MINES LIMITED,Metal ore mining (080),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.731070132981,139.483658804064,not found,Mount Isa Mines Copper and Zinc Operations,Mount Isa Mines Copper and Zinc Operations,Mount Isa Mines Copper and Zinc Operations,Mount Isa Mines Copper and Zinc Operations,Mount Isa Mines Copper and Zinc Operations,
F0121,Mount Pleasant Operations,2024-25,MACH Energy Australia Pty Ltd,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.2459543138102,150.810118378256,not found,Mount Pleasant Operations,Mount Pleasant Operations,Mount Pleasant Operations,Mount Pleasant Operations,Mount Pleasant Operations,
F0122,Mt Keith Power Station,2024-25,TEC DESERT PTY LTD,Electricity generation (261),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-27.2160194,120.5496006,likely,Mt Keith Power Station,Mt Keith Power Station,Mt Keith Power Station,Mt Keith Power Station,Mt Keith Power Station,"Mount Keith Power Station, Wiluna, Western Australia, Australia"
F0247,Mt Marion Lithium Project,2023-24,MT MARION LITHIUM PTY LTD,Metal ore mining (080),WA,"2022-23,2023-24",2,100.0,False,-31.0812784432383,121.436255049816,not found,,Mt Marion Lithium Project,Mt Marion Lithium Project,,,
F0123,Mt Owen Glendell Complex,2024-25,MT OWEN PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.3900403190483,151.066081394252,not found,Mt Owen Glendell Complex,Mt Owen Glendell Complex,Mt Owen Glendell Complex,Mt Owen Glendell Complex,Mt Owen Glendell Complex,
F0124,Multinet Principal Distribution Network and South Gippsland Pipeline,2024-25,MULTINET GAS (DB NO. 2) PTY LTD,Gas supply (270),NSW/VIC/VIC,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-37.8151191650617,144.957658147016,not found,Multinet Principal Distribution Network and South Gippsland Pipeline,Multinet Principal Distribution Network and South Gippsland Pipeline,Multinet Principal Distribution Network and South Gippsland Pipeline,Multinet Principal Distribution Network and South Gippsland Pipeline,Multinet Principal Distribution Network and South Gippsland Pipeline,
F0125,Murrin Murrin Operations,2024-25,MURRIN MURRIN OPERATIONS PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-28.9527761,121.7817952,likely,Murrin Murrin Operations,Murrin Murrin Operations,Murrin Murrin Operations,Murrin Murrin Operations,Murrin Murrin Operations,"Murrin South Operations, Leonora, Western Australia, 6438, Australia"
F0126,Myuna Colliery,2024-25,CENTENNIAL MYUNA PTY LIMITED,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-33.063081,151.5677231,likely,Myuna Colliery,Myuna Colliery,Myuna Colliery,Myuna Colliery,Myuna Colliery,"Myuna Colliery, Wangi Wangi, Newcastle-Maitland, New South Wales, Australia"
F0271,Northern Gas Pipeline,2021-22,JEMENA NORTHERN GAS PIPELINE PTY LTD,,NT/QLD/NT; QLD,"2021-22,2020-21",2,100.0,False,-20.422647,137.496861,not found,,,,NGP,NGP,
F0134,NKS01 Nickel West Kalgoorlie Facility,2024-25,BHP NICKEL WEST PTY LTD,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,95.90909091,True,-30.8728523178695,121.485406758431,not found,NKS01 Nickel West Kalgoorlie Facility,NKS01 Nickel West Kalgoorlie Facility,NKS01 Nickel West Kalgoorlie Facility,NKS01 Nickel West Kalgoorlie Facility,NKS01 Nickel West Kalgoorlie Facility,
F0135,NKW01 Nickel West Kwinana Facility,2024-25,BHP NICKEL WEST PTY LTD,Basic non-ferrous metal manufacturing (213),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,95.90909091,True,-32.2530357802987,115.765513025264,not found,NKW01 Nickel West Kwinana Facility,NKW01 Nickel West Kwinana Facility,NKW01 Nickel West Kwinana Facility,NKW01 Nickel West Kwinana Facility,NKW01 Nickel West Kwinana Facility,
F0136,NMK01 Nickel West Mt Keith Facility,2024-25,BHP NICKEL WEST PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,95.90909091,True,-27.213453004042,120.550563079204,not found,NMK01 Nickel West Mt Keith Facility,NMK01 Nickel West Mt Keith Facility,NMK01 Nickel West Mt Keith Facility,NMK01 Nickel West Mt Keith Facility,NMK01 Nickel West Mt Keith Facility,
F0127,Narrabri Underground Mine,2024-25,Narrabri Coal Operations Pty Ltd,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-30.5203161353834,149.896496661797,not found,Narrabri Underground Mine,Narrabri Underground Mine,Narrabri Underground Mine,Narrabri Underground Mine,Narrabri Underground Mine,
F0128,Newlands Coal Complex including Newlands Northern UG,2024-25,NC COAL COMPANY PTY LIMITED,Coal mining (060),QLD,"2024-25,2022-23,2021-22,2020-21",4,100.0,False,-21.1998496890627,147.885253841303,not found,Newlands Coal Complex including Newlands Northern UG,,Newlands Coal Complex including Newlands Northern UG,Newlands Coal Complex including Newlands Northern UG,Newlands Coal Complex including Newlands Northern UG,
F0129,Newman Operations,2024-25,BHP IRON ORE PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.360365716269,119.715482128361,not found,Newman Operations,Newman Operations,Newman Operations,Newman Operations,Newman Operations,
F0130,Newman Power Station,2024-25,APA TRANSMISSION (ROY HILL) PTY LTD,Electricity generation (261),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,96.25,True,-23.344375,119.7086163,likely,Newman Power Station,Newman Power Station,Newman Power Station,Newman Power Station,Newman Power Station,"Newman Alinta Power Station, Newman, Western Australia, Australia"
F0131,Newmont Boddington Gold Operation,2024-25,Newmont Boddington Pty Ltd,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.7805342830071,116.44970808149,not found,Newmont Boddington Gold Operation,Newmont Boddington Gold Operation,Newmont Boddington Gold Operation,Newmont Boddington Gold Operation,Newmont Boddington Gold Operation,
F0132,Newmont Tanami Operation,2024-25,Newmont Tanami Pty Ltd,Metal ore mining (080),NT,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.5461590707971,130.331816522387,not found,Newmont Tanami Operation,Newmont Tanami Operation,Newmont Tanami Operation,Newmont Tanami Operation,Newmont Tanami Operation,
F0133,Ningaloo Vision FPSO,2024-25,Santos Limited,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22",4,100.0,False,-21.572113,114.197197,not found,Ningaloo Vision FPSO,Ningaloo Vision FPSO,Ningaloo Vision FPSO,Ningaloo Vision FPSO,,
F0248,Norske Skog Boyer Mill,2023-24,Norske Skog Paper Mills (Australia) Limited,"Pulp, paper and paperboard manufacturing (151)",TAS,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-42.7803278403584,147.102863486048,not found,Norske Skog Boyer Mill,Norske Skog Boyer Mill,Norske Skog Boyer Mill,Norske Skog Boyer Mill,Norske Skog Boyer Mill,
F0138,North West Shelf Project,2024-25,Woodside Energy Ltd.,Oil and gas extraction (070),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.5956111,116.7744117,likely,North West Shelf Project,North West Shelf Project,North West Shelf Project,North West Shelf Project,North West Shelf Project,"North West Shelf Project, Burrup, Western Australia, 6714, Australia"
F0249,Norwich Park Mine,2023-24,BM Alliance Coal Operations Pty Limited,Coal mining (060),QLD,2023-24,1,100.0,False,-22.6141972,148.4278534,likely,,Norwich Park Mine,,,,"Norwich Park Mine, Dysart, Queensland, 4745, Australia"
F0139,Nowra Plant,2024-25,Shoalhaven Starches Pty Ltd,Grain mill and cereal product manufacturing (116),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-34.8559317037767,150.610331887965,not found,Nowra Plant,Nowra Plant,Nowra Plant,Nowra Plant,Nowra Plant,
F0140,Nyrstar Port Pirie Facility,2024-25,Nyrstar Port Pirie Pty Ltd,Basic non-ferrous metal manufacturing (213),SA,"2020-21,2021-22,2022-23,2023-24,2024-25",5,100.0,False,-33.1698482553182,138.010589563527,not found,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Smelter,
F0142,ODS01 Olympic Dam – UOD Facility,2024-25,BHP OLYMPIC DAM CORPORATION PTY LTD,Metal ore mining (080),SA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,97.65625,False,-30.4475341602455,136.870293366733,not found,ODS01 Olympic Dam – UOD Facility,ODS01 Olympic Dam – UOD Facility,ODS01 Olympic Dam – UOD Facility,ODS01 Olympic Dam – UOD Facility,ODS01 Olympic Dam - UOD Facility,
F0141,Oaky Creek Coal Complex,2024-25,OAKY CREEK HOLDINGS PTY LIMITED,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.0396501914069,148.5376949422,not found,Oaky Creek Coal Complex,Oaky Creek Coal Complex,Oaky Creek Coal Complex,Oaky Creek Coal Complex,Oaky Creek Coal Complex,
F0143,Olive Downs Complex,2024-25,PEMBROKE RESOURCES NOMINEE PTY LTD,Coal mining (060),QLD,"2024-25,2023-24",2,100.0,False,-22.2134522052038,148.357640829345,not found,Olive Downs Complex,Olive Downs Complex,,,,
F0144,Onslow Haul Road,2024-25,ONSLOW INFRACO PTY LTD,Road freight transport (461),WA,2024-25,1,100.0,False,-22.0031458321405,116.136587932128,not found,Onslow Haul Road,,,,,
